gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	B Activated	CD14 Mono	CD16 Mono	CD4 Memory T	CD4 Naive T	CD8 T	DC	Eryth	Mk	NK	T activated	pDC
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.02
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC00EA503F2	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.02
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.02
RET	P07949	True	RET_HUMAN	RET_receptor_2	CPI-SC060C69786	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GFRA2	O00451	True	GFRA2_HUMAN	RET_receptor_2	CPI-SC060C69786	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.0	0.0	0.044	0.041	0.0	0.0	0.0	0.009	0.0	0.015	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.0	0.0	0.044	0.041	0.0	0.0	0.0	0.009	0.0	0.015	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.004	0.0	0.012	0.007	0.002	0.003	0.003	0.015	0.023	0.0	0.0	0.003	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.002	0.0	0.001	0.003	0.002	0.001	0.0	0.006	0.0	0.0	0.004	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.007	0.0	0.025	0.021	0.002	0.003	0.003	0.031	0.023	0.016	0.011	0.009	0.022
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.007	0.0	0.025	0.021	0.002	0.003	0.003	0.031	0.023	0.016	0.011	0.009	0.022
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.004	0.0	0.012	0.007	0.002	0.003	0.003	0.015	0.023	0.0	0.0	0.003	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.002	0.0	0.001	0.003	0.002	0.001	0.0	0.006	0.0	0.0	0.004	0.0	0.0
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.007	0.0	0.025	0.021	0.002	0.003	0.003	0.031	0.023	0.016	0.011	0.009	0.022
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.007	0.0	0.025	0.021	0.002	0.003	0.003	0.031	0.023	0.016	0.011	0.009	0.022
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.01	0.0	0.027	0.013	0.012	0.021	0.01	0.023	0.0	0.039	0.007	0.027	0.024
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.01	0.0	0.027	0.013	0.012	0.021	0.01	0.023	0.0	0.039	0.007	0.027	0.024
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.01	0.0	0.027	0.013	0.012	0.021	0.01	0.023	0.0	0.039	0.007	0.027	0.024
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.01	0.0	0.027	0.013	0.012	0.021	0.01	0.023	0.0	0.039	0.007	0.027	0.024
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
TBXAS1	P24557	True	THAS_HUMAN	ThromboxaneA2_byTBXAS1	CPI-SC0236D0574	0.006	0.005	0.096	0.1	0.008	0.005	0.009	0.085	0.0	0.055	0.059	0.0	0.066
IFNGR1	P15260	True	INGR1_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.29	0.333	0.473	0.652	0.038	0.074	0.0	0.497	0.193	0.254	0.006	0.141	0.254
IFNGR2	P38484	True	INGR2_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.29	0.333	0.473	0.652	0.038	0.074	0.0	0.497	0.193	0.254	0.006	0.141	0.254
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC0C8750C37	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC0C8750C37	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	0.041	0.054	0.104	0.076	0.12	0.076	0.084	0.102	0.0	0.039	0.088	0.045	0.111
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-SC0A1E8C5F6	0.002	0.0	0.038	0.024	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.127
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-SC0AD976083	0.0	0.0	0.005	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC05640277E	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BB68FB34	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC088A27EA5	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.004	0.005	0.001	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	0.004	0.005	0.001	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.002	0.0	0.108	0.033	0.032	0.017	0.029	0.079	0.0	0.048	0.067	0.04	0.023
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC03A4FA18B	0.002	0.0	0.108	0.033	0.032	0.017	0.029	0.079	0.0	0.048	0.067	0.04	0.023
ITGB1	P05556	True	ITB1_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.002	0.0	0.002	0.0	0.009	0.024	0.008	0.003	0.0	0.027	0.004	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.003	0.004	0.041	0.027	0.004	0.002	0.008	0.042	0.0	0.013	0.011	0.009	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.002	0.0	0.0	0.006	0.007	0.006	0.006	0.006	0.0	0.009	0.007	0.004	0.011
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.0	0.0	0.004	0.001	0.011	0.011	0.069	0.01	0.0	0.017	0.022	0.011	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0AFB661A4	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0AFB661A4	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC03E67206C	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC06D7BD0F6	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC07763D025	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC02EA03F82	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A5BCC92E	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0D3D23FAA	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A6D5D2B1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0C4FD0754	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC05640277E	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0BB68FB34	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC088A27EA5	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	0.0	0.0	0.001	0.0	0.007	0.001	0.008	0.0	0.0	0.008	0.0	0.002	0.0
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.004	0.005	0.001	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	0.004	0.005	0.001	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	0.048	0.038	0.037	0.146	0.184	0.024	0.082	0.117	0.0	0.073	0.114	0.052	0.094
